,total_transactions,unique_days_active,activity_span_days,avg_tx_per_day,total_deposit_usd,total_borrow_usd,total_repay_usd,total_redeem_usd,total_liquidation_usd,net_deposit_usd,net_borrow_usd,borrow_to_deposit_ratio,repay_to_borrow_ratio,liquidation_flag,num_liquidations,liquidation_frequency,unique_assets_deposited,unique_assets_borrowed
0x019dd1181011ab3207b948cf9d00c0a011d33c74,1,1,0,1.0,190.49719343259963,0.0,0.0,0.0,0.0,190.49719343259963,0.0,0.0,0.0,0,0,0.0,1,0
0x019e3d65ade821fded83b438cd1b8626208c48d3,10,5,20,2.0,520.9228598252857,1.1709448559441428e-09,0.0,0.0,0.0,520.9228598252857,1.1709448559441428e-09,2.2478277423587636e-12,0.0,0,0,0.0,4,1
0x019ea1afabcbd84d922043c4261052a583315d2c,143,33,111,4.333333333333333,400089.1941371781,67708.81510728743,64756.75980042755,37478.86968567734,0.0,362610.3244515008,2952.055306859882,0.16923430099957207,0.9564007241570802,1,1,0.006993006993006993,3,2
0x019ed608dd806b80193942f2a960e7ac8abb2ee3,10,4,65,2.5,3828.728952721541,1885.4936574772844,238.55881336892182,478.93156545167005,0.0,3349.7973872698713,1646.9348441083625,0.4924594247229321,0.12652326483458132,1,3,0.3,1,1
0x019f4cb3cad6f0bf4d571edc99cf3cea815c0102,1,1,0,1.0,0.0030618958517572613,0.0,0.0,0.0,0.0,0.0030618958517572613,0.0,0.0,0.0,0,0,0.0,1,0
0x019fb2e4f3c3afc29a55fe4740ce87b3df981e23,2,2,6,1.0,0.012682624937548731,0.0,0.0,0.0,0.0,0.012682624937548731,0.0,0.0,0.0,0,0,0.0,2,0
0x01a0de8ff66f6c050bf45c36f46e74d359e7f85a,1,1,0,1.0,1499.411689500002,0.0,0.0,0.0,0.0,1499.411689500002,0.0,0.0,0.0,0,0,0.0,1,0
0x01a0e0f98539cab8593c45f849c75f65b27dcb50,1,1,0,1.0,1.1925897750328687,0.0,0.0,0.0,0.0,1.1925897750328687,0.0,0.0,0.0,0,0,0.0,1,0
0x01a0f8f364c2fec07cfcdebd2980da3f950d0410,106,37,73,2.864864864864865,590570.4771564611,409986.2258560083,410078.4577879262,587653.8437305733,0.0,2916.6334258877905,-92.23193191789323,0.6942206590313348,1.000224963489262,0,0,0.0,7,3
0x01a10e5ada8f1c1117f185493a0bb4f299f7b8c0,7,2,55,3.5,99.65659199522571,30.893548972908764,0.0,70.92545304195438,0.0,28.731138953271326,30.893548972908764,0.31000005473184145,0.0,0,0,0.0,1,1
0x01a11a6eef76d13a789bf944dbcfe7e2b27411ed,1,1,0,1.0,1.0596125637582616,0.0,0.0,0.0,0.0,1.0596125637582616,0.0,0.0,0.0,0,0,0.0,1,0
0x01a15c5109cb9935d9528c9348a2996559151c26,1,1,0,1.0,1.0912162421624187,0.0,0.0,0.0,0.0,1.0912162421624187,0.0,0.0,0.0,0,0,0.0,1,0
0x01a1c554806b5754fc768fb6037631e3842dab5d,2,1,0,2.0,0.10136807662960146,0.005068403831480073,0.0,0.0,0.0,0.10136807662960146,0.005068403831480073,0.05,0.0,0,0,0.0,1,1
0x01a1c72bf9547d1e6abd8486ae3cad64e781cd7c,4,1,0,4.0,0.013432661658124302,0.0051592777178552825,0.0,0.0,0.0,0.013432661658124302,0.0051592777178552825,0.3840845432695659,0.0,0,0,0.0,2,1
0x01a1ef4a64f8c25ac6e4913512dabac382fd2954,151,46,85,3.282608695652174,27805.33036192322,40199.26226818916,39928.967029696796,24801.199935621862,0.0,3004.130426301359,270.29523849236284,1.4457394227992435,0.9932761144548103,0,0,0.0,4,3
0x01a2c0cc3fc848d1cbfa4198822349c85905785b,3,1,0,3.0,4.998257474499966e-10,0.0,0.0,499.62539519158395,0.0,-499.6253951910841,0.0,0.0,0.0,0,0,0.0,1,0
0x01a2e7fe230a34bf74e7c850d1244c70ff928024,50,7,40,7.142857142857143,6559.00173199509,4412.075253470248,2355.2028790041277,4317.08459334396,0.0,2241.9171386511307,2056.87237446612,0.6726748114652809,0.533808410713684,0,0,0.0,5,5
0x01a3049804d40609f2edc1b5d73610bcd8796ae1,1,1,0,1.0,0.21565481667880043,0.0,0.0,0.0,0.0,0.21565481667880043,0.0,0.0,0.0,0,0,0.0,1,0
0x01a3a71580b17d1c567d577a66b28c48e42a43c3,7,2,32,3.5,14119.010116196561,10085.007225854686,10056.004548296598,14061.552179098477,0.0,57.457937098084585,29.00267755808818,0.7142857142857143,0.9971241788023975,0,0,0.0,1,1
0x01a4615315104084dcaaec9a847e90ce5cfbf8ea,4,1,0,4.0,96.31413565226983,7.913036714997313,7.913881694737291,0.0,0.0,96.31413565226983,-0.0008449797399778802,0.08215862252625455,1.0001067832452206,0,0,0.0,1,1
0x01a4f75344f665629c714f6623b784509159d4bc,13,2,0,6.5,1119.2202169579452,230.0298570801867,230.0302188620041,1119.22082621748,0.0,-0.0006092595347126917,-0.00036178181738932835,0.20552689595387294,1.000001572760258,0,0,0.0,3,1
0x01a580e1370e798c48abda6b2f605035f2127d5c,253,42,80,6.023809523809524,46840.710310940754,41344.937557742625,35188.34306396888,37936.99622942586,0.0,8903.714081514896,6156.594493773744,0.8826710202147712,0.8510919387609329,0,0,0.0,8,3
0x01a71e7b07cbe684439eb0570a93055af7c15b57,2,1,0,2.0,0.025857034228480007,0.004753131292000001,0.0,0.0,0.0,0.025857034228480007,0.004753131292000001,0.18382352941176472,0.0,0,0,0.0,1,1
0x01a762e99a74132ff61cebd92262fc54463320e5,124,41,46,3.024390243902439,35530.03281972754,3712.98339196489,2263.4331412267557,33143.451156986106,0.0,2386.5816627414315,1449.5502507381343,0.10450267273334207,0.6095995867164274,0,0,0.0,6,1
0x01a7749f10af218e842eaa97ef66b06870f9002a,4,3,76,1.3333333333333333,0.0,0.0,0.0,31430.95189226787,0.0,-31430.95189226787,0.0,0.0,0.0,0,0,0.0,0,0
0x01a7e44c9c8495f1fdac72298a3c0ebac9f58a55,1,1,0,1.0,1.023694675656391,0.0,0.0,0.0,0.0,1.023694675656391,0.0,0.0,0.0,0,0,0.0,1,0
0x01a8b987d4350c58a3a16456d5f7cc3255c425b0,1,1,0,1.0,0.0,0.0,0.0,890.105930493991,0.0,-890.105930493991,0.0,0.0,0.0,0,0,0.0,0,0
0x01a94e74ec7264b4be34d9a68f8cd1decc9bcdb6,2,2,29,1.0,10.150568939907718,0.0,0.0,1336.9751883653125,0.0,-1326.8246194254048,0.0,0.0,0.0,0,0,0.0,1,0
0x01a97118d81e6ccd319a27dbfad2b601774399d2,2,1,0,2.0,0.6902177961175754,0.30940797756994765,0.0,0.0,0.0,0.6902177961175754,0.30940797756994765,0.4482758620689656,0.0,0,0,0.0,1,1
0x01a9766c63c57694307eb20b75796a252d549819,2,2,11,1.0,1.024964436423544,0.0,0.0,0.0,0.0,1.024964436423544,0.0,0.0,0.0,0,0,0.0,1,0
0x01aa226e0895cfc97fee2121222dd005160ea9c2,1,1,0,1.0,1.0323369154606008,0.0,0.0,0.0,0.0,1.0323369154606008,0.0,0.0,0.0,0,0,0.0,1,0
0x01aa66f23e42842d771cf46e6293af4ed04c90bd,120,37,106,3.2432432432432434,502741.14864557947,174251.93300486094,153267.87612696883,977205.7057055512,0.0,-474464.55705997173,20984.056877892115,0.3466036815850624,0.8795763322906338,0,0,0.0,5,4
0x01aa8359ab1b28af8f7a11d3457f775b540efad3,1,1,0,1.0,103.51084728680641,0.0,0.0,0.0,0.0,103.51084728680641,0.0,0.0,0.0,0,0,0.0,1,0
0x01aafa85d27eda7cc530132827ba834c269a7cbd,1,1,0,1.0,0.0,0.0,0.0,14871.744467824787,0.0,-14871.744467824787,0.0,0.0,0.0,0,0,0.0,0,0
0x01ab50c379aa098a199feda4c5a51d623ffcd764,1,1,0,1.0,0.0,0.0,0.0,99533.7575522888,0.0,-99533.7575522888,0.0,0.0,0.0,0,0,0.0,0,0
0x01ac60352b386d551222c877925f524d43725149,5,1,0,5.0,0.0,0.0,0.0,233.46164394589655,0.0,-233.46164394589655,0.0,0.0,0.0,0,0,0.0,0,0
0x01accec19e099cc37d9fa9f7027dd89c8a9831d5,2,1,0,2.0,1047.4705501763906,0.0,0.0,1049.5949690945154,0.0,-2.124418918124775,0.0,0.0,0.0,0,0,0.0,1,0
0x01adf60f3a3455f78cd196763c1203c8fde2c039,1,1,0,1.0,1.583457719103966,0.0,0.0,0.0,0.0,1.583457719103966,0.0,0.0,0.0,0,0,0.0,1,0
0x01af1eb57b3489cea12ea3d8ebbae1c3eeb0658e,18,2,29,9.0,21377.470886634812,61593.625744040204,101333.70338420724,237236.00118172768,0.0,-215858.53029509287,-39740.07764016704,2.881240071413149,1.6451978944267993,0,0,0.0,1,2
0x01af4808da010aad7b2c977f51508a1402c8cbbc,114,14,16,8.142857142857142,277662.2589502482,222460.56800672243,218847.11341164558,288183.7683541655,0.0,-10521.509403917298,3613.4545950768515,0.8011912344435084,0.983756875982769,0,0,0.0,5,4
0x01af60b03e2b9cbf947568552462f9182b959db0,24,3,23,8.0,74289.56726612024,59101.338690049335,7732.826995846316,7732.826995846316,0.0,66556.74027027392,51368.51169420302,0.795553680886798,0.130840132681263,0,0,0.0,1,1
0x01af86cd3fa63f8b04b8ba7df0494a77c01c473f,1,1,0,1.0,2.941419799641635,0.0,0.0,0.0,0.0,2.941419799641635,0.0,0.0,0.0,0,0,0.0,1,0
0x01b037084eba7e4519dbfc9ba026ae696746e033,2,2,22,1.0,126.74123128111201,0.0,0.0,0.0,0.0,126.74123128111201,0.0,0.0,0.0,0,0,0.0,2,0
0x01b05f41b22b8ab004b064cd6404e90ca46840fd,1,1,0,1.0,1.075087714635326,0.0,0.0,0.0,0.0,1.075087714635326,0.0,0.0,0.0,0,0,0.0,1,0
0x01b06d543b68067f7d78427d651b1190c10e0456,4,1,0,4.0,1445.164775628663,711.7843376640017,711.7843376640017,1444.618937877789,0.0,0.5458377508739432,0.0,0.4925281529605283,1.0,0,0,0.0,1,1
0x01b0b2d9991112703bb96ba7b603f89788d2c6d6,1,1,0,1.0,8.642155726292692,0.0,0.0,0.0,0.0,8.642155726292692,0.0,0.0,0.0,0,0,0.0,1,0
0x01b0ea8755979c2030d642b74c5dcbde220351df,1,1,0,1.0,1.034756725560539e-12,0.0,0.0,0.0,0.0,1.034756725560539e-12,0.0,0.0,0.0,0,0,0.0,1,0
0x01b15b58df43cd3a72b4edd9b6150fc7b9b1f412,1,1,0,1.0,1.1057238603005672e-12,0.0,0.0,0.0,0.0,1.1057238603005672e-12,0.0,0.0,0.0,0,0,0.0,1,0
0x01b19a62cba8bbc553b0137257f72371c826c403,12,2,62,6.0,317.92751345232716,197.53648807367776,197.37637007967282,315.7819908265242,0.0,2.1455226258029825,0.16011799400493487,0.621325552886753,0.999189425733107,0,0,0.0,2,2
0x01b27aeaa3b67577609538155d637b08f0779069,23,5,7,4.6,9867.260862876117,6130.729849048324,3974.416175599598,10682.768435172658,0.0,-815.5075722965412,2156.3136734487257,0.6213203374519212,0.6482778190294176,0,0,0.0,1,5
0x01b2e0fc91754fa2daa9a69fe4ef69c03cb50bc0,2,2,5,1.0,2.259609878203448,0.0,0.0,0.0,0.0,2.259609878203448,0.0,0.0,0.0,0,0,0.0,1,0
0x01b344118ff55134f042bb19ca4a77cd3212dc19,1,1,0,1.0,0.013023402481081522,0.0,0.0,0.0,0.0,0.013023402481081522,0.0,0.0,0.0,0,0,0.0,1,0
0x01b3b5ae37f70e6540abc2667fec68c19b2e7a1d,77,31,58,2.4838709677419355,706019.8514992254,142626.8062732643,143293.5560309203,443764.9012336962,0.0,262254.95026552916,-666.7497576560127,0.20201529173775756,1.0046747857228084,0,0,0.0,7,4
0x01b3bd82da83c842d8220c8fef9358abeffd537e,4,1,0,4.0,7460.456063991516,704.8504508928925,704.8504508928925,7501.0905957611485,0.0,-40.634531769632304,0.0,0.09447819876520809,1.0,0,0,0.0,1,1
0x01b3f02ff86fca973084faa9e4e24014c1dfcb8f,87,16,101,5.4375,104954.09938071169,84061.50533274339,83781.91288272447,141959.19582235004,0.0,-37005.09644163835,279.59245001891395,0.8009358932023963,0.9966739538042747,0,0,0.0,5,3
0x01b44fd30ad33b88d0ebe0e22faa52cfe0f8ae7e,2,1,0,2.0,0.015854237614713926,0.0022509558575093108,0.0,0.0,0.0,0.015854237614713926,0.0022509558575093108,0.14197818351229038,0.0,0,0,0.0,1,1
0x01b45138c79d97335df9fef8c3a325eaa764d29c,2,2,10,1.0,1.0594593118780764,0.0,0.0,0.0,0.0,1.0594593118780764,0.0,0.0,0.0,0,0,0.0,1,0
0x01b457774fee6105593031a3eb023a873c450c4a,1,1,0,1.0,1.6735533791870874,0.0,0.0,0.0,0.0,1.6735533791870874,0.0,0.0,0.0,0,0,0.0,1,0
0x01b572c14af90297b04955659cf86aec87dad0b2,4,1,0,4.0,1261.2681191124022,299.72204136000056,299.72204136000056,1261.2680534783283,0.0,6.563407396242837e-05,0.0,0.23763546926955173,1.0,0,0,0.0,1,1
0x01b590b256dcb6300fe43fa2c629dd9fd2838ed4,4,2,2,2.0,126.79013394043768,0.0,0.0,0.0,0.0,126.79013394043768,0.0,0.0,0.0,0,0,0.0,2,0
0x01b5b2eec95743ff4401a55b06db72bdf6afa0e1,163,47,81,3.4680851063829787,16345.354833705702,16568.89358907042,10683.012353947148,16560.8572318724,0.0,-215.50239816669819,5885.881235123272,1.0136759805852462,0.6447631700039488,0,0,0.0,5,7
0x01b630e4c8c64c9abfd843c2c7ec3b0fcd1cf609,2,2,10,1.0,0.0,0.0,0.0,10827.332017662095,0.0,-10827.332017662095,0.0,0.0,0.0,0,0,0.0,0,0
0x01b700a7f8797609c8e86b21d3e5a765d608b9a2,1,1,0,1.0,1.133773885592655e-12,0.0,0.0,0.0,0.0,1.133773885592655e-12,0.0,0.0,0.0,0,0,0.0,1,0
0x01b7b1df70e1b455e1086aef7488f1131183107b,7,5,3,1.4,501.7594747713071,0.0,0.0,498.2163885323019,0.0,3.54308623900522,0.0,0.0,0.0,0,0,0.0,1,0
0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,2,1,0,2.0,111.91814376473717,33.57544312942115,0.0,0.0,0.0,111.91814376473717,33.57544312942115,0.30000000000000004,0.0,0,0,0.0,1,1
0x01b84c86f45b3961296286d8ef8ec49709606b36,1,1,0,1.0,1.0247378304881803e-12,0.0,0.0,0.0,0.0,1.0247378304881803e-12,0.0,0.0,0.0,0,0,0.0,1,0
0x01b8674543a3480a6a4c44014d226b27db2d65db,2,1,0,2.0,34.585645963042,4.996078385872354,0.0,0.0,0.0,34.585645963042,4.996078385872354,0.1444552572824903,0.0,0,0,0.0,1,1
0x01b8884b83882069d08c86b053bb1027d04dce96,4,1,0,4.0,1922.2784742932915,702.8204814550465,702.8204814550465,1893.0192597413677,0.0,29.259214551923833,0.0,0.36561845271322213,1.0,0,0,0.0,1,1
0x01b89af143b8f2bb80f9ac13d60e7e9e01d85798,4,1,0,4.0,102.66354840479659,28.64633092120786,28.64633092120786,102.7976877774482,0.0,-0.13413937265161735,0.0,0.2790311787028536,1.0,0,0,0.0,1,1
0x01b8a5c4f22ca9707d1865ff2c4712829b6175f6,5,3,20,1.6666666666666667,20.609264678288973,0.0,0.0,16.310254030892633,0.0,4.29901064739634,0.0,0.0,0.0,0,0,0.0,3,0
0x01b8f7ef9c12841ca94ee6652f0d5e9646a1168f,180,84,98,2.142857142857143,36278.34323063547,8.00930129469832e-09,4.212803055995943e-09,1269.4827778769618,0.0,35008.86045275851,3.796498238702378e-09,2.2077362364042072e-13,0.525988834854367,0,0,0.0,5,1
0x01b92f893b1c302bcf1945fd4edf10df99b4f181,8,3,43,2.6666666666666665,2.611111200228487,6.811192519690774e-10,1.369461343497874e-09,3322.631013414949,0.0,-3320.0199022147203,-6.883420915287966e-10,2.608541727022103e-10,2.0106043685284747,0,0,0.0,1,1
0x01b94f94cbf9fe4509b0beaa8dd6fb510dad01e5,2,1,0,2.0,0.1369439807032645,0.0,0.0,0.0,0.0,0.1369439807032645,0.0,0.0,0.0,0,0,0.0,2,0
0x01bb074c844b1129c8e26ed5d27186cf53198f6c,2,1,0,2.0,5850.249330656007,0.0,0.0,5823.588264073827,0.0,26.661066582179956,0.0,0.0,0.0,0,0,0.0,1,0
0x01bb8b57808786461b7db3dd5975280f189307a3,2,1,0,2.0,0.015854237614713926,0.0022509558575093108,0.0,0.0,0.0,0.015854237614713926,0.0022509558575093108,0.14197818351229038,0.0,0,0,0.0,1,1
0x01bbec9408cf03e8188f44f12636b63e8faba019,11,7,71,1.5714285714285714,721.9407408991603,402.5036477500706,0.0,0.0,0.0,721.9407408991603,402.5036477500706,0.5575300366741482,0.0,0,0,0.0,3,1
0x01bbfe5ce152b22eccde7698a24e86012a5f75e3,95,37,105,2.5675675675675675,50528.22258068763,33860.921130567636,13806.846652996048,20161.152827258564,0.0,30367.069753429067,20054.074477571587,0.6701387739593596,0.40775165565510985,0,0,0.0,7,4
0x01bcfd7986c68df30f8b3d3f92a44e5664657ab9,9,7,48,1.2857142857142858,0.0,0.0,0.0,4122.811760109686,0.0,-4122.811760109686,0.0,0.0,0.0,0,0,0.0,0,0
0x01bd177d908a1ec1f5e965434930056210bf64b1,1,1,0,1.0,1.1428866609130863,0.0,0.0,0.0,0.0,1.1428866609130863,0.0,0.0,0.0,0,0,0.0,1,0
0x01bd2bdb16eb1e61d368b60efb988adcb433a7ec,1,1,0,1.0,0.11038640370379865,0.0,0.0,0.0,0.0,0.11038640370379865,0.0,0.0,0.0,0,0,0.0,1,0
0x01bd8aac958c6e728557bcac756273ddd65bf19c,3,2,4,1.5,0.0,0.0,0.0,2348.5466070697144,0.0,-2348.5466070697144,0.0,0.0,0.0,0,0,0.0,0,0
0x01bdeac39c807252d9dc00d1d69987234d376ec6,2,2,7,1.0,7.475027393227457,0.0,0.0,0.0,0.0,7.475027393227457,0.0,0.0,0.0,0,0,0.0,1,0
0x01be938672471bbb0fa1dfd223dd2aad2e389559,7,1,0,7.0,1778.0236533261575,790.2327496972127,794.4152510643266,1787.2984153939433,0.0,-9.274762067785787,-4.1825013671139,0.44444445281642936,1.0052927461798014,0,0,0.0,1,1
0x01bfb07fe3dcdfe459de2fb627a96a11f33cab57,10,8,43,1.25,2802.2306336505217,0.0,0.0,2818.874707060605,0.0,-16.644073410083365,0.0,0.0,0.0,0,0,0.0,1,0
0x01bfc30251bfb5b68e7e7a69fec81d8adcebc4f1,1,1,0,1.0,1.111353092467215e-12,0.0,0.0,0.0,0.0,1.111353092467215e-12,0.0,0.0,0.0,0,0,0.0,1,0
0x01bfda329ad313306320b11c6845f24294286f26,3,2,26,1.5,1700.7673731696016,0.0,0.0,1710.0082327727248,0.0,-9.240859603123226,0.0,0.0,0.0,0,0,0.0,1,0
0x01c08ae3a3a5595440144639d1bd16e8fc94f297,2,2,6,1.0,0.01189000465479206,0.0,0.0,0.0,0.0,0.01189000465479206,0.0,0.0,0.0,0,0,0.0,1,0
0x01c20f8119a4243dfbde6ef19968bf1a7ac8f2ec,2,1,0,2.0,10007.534957689668,0.0,0.0,10007.535066935669,0.0,-0.00010924600064754486,0.0,0.0,0.0,0,0,0.0,1,0
0x01c38875ab789cb12efcd791db91217a00fd01fa,7,7,87,1.0,244.13748891944155,0.0,0.0,0.0,0.0,244.13748891944155,0.0,0.0,0.0,0,0,0.0,2,0
0x01c3dd0607e189d8ec94c740cf5926db4f38bf3f,3,2,1,1.5,108.94847245006449,0.0,0.0,0.0,0.0,108.94847245006449,0.0,0.0,0.0,0,0,0.0,1,0
0x01c4905e81eb6ebb919a802215b465137d1ba3a6,1,1,0,1.0,1.0010847464180592,0.0,0.0,0.0,0.0,1.0010847464180592,0.0,0.0,0.0,0,0,0.0,1,0
0x01c4fbfa5cd0515cb51a75a92480583db1d018c2,3,1,0,3.0,0.0,0.0,0.0,104915.2907540202,0.0,-104915.2907540202,0.0,0.0,0.0,0,0,0.0,0,0
0x01c5668541751d62e3d36a7f8af12ceed452f312,1,1,0,1.0,1.0228264959298436,0.0,0.0,0.0,0.0,1.0228264959298436,0.0,0.0,0.0,0,0,0.0,1,0
0x01c5c4ca74a665e40e96ed8ff221500b6366b8a6,350,61,91,5.737704918032787,144548.4180215704,7700.43601328753,7037.795592095865,203591.2355242257,0.0,-59042.81750265529,662.6404211916652,0.05327236450376388,0.9139476751643358,0,0,0.0,7,2
0x01c5c9f1b50986663d545b474b3acbf9e1b25c51,21,3,2,7.0,2630.080320246665,1289.8180631690454,0.0,1273.2526351317465,0.0,1356.8276851149185,1289.8180631690454,0.49041014194124627,0.0,0,0,0.0,3,2
0x01c60af7f7193370a9447a12c885427cb94f21e6,24,10,53,2.4,9990.549515644254,4640.974280364208,0.0,3399.085169712007,0.0,6591.464345932247,4640.974280364208,0.4645364374699192,0.0,0,0,0.0,4,2
0x01c6e66c0dcadda3f6bee43af37c51fad41c3955,1,1,0,1.0,1.7890816058854953,0.0,0.0,0.0,0.0,1.7890816058854953,0.0,0.0,0.0,0,0,0.0,1,0
0x01c717a8e3558ca44d473a5882e938572f1f7d93,20,12,46,1.6666666666666667,26835.277733509763,6191.146194667896,3478.491242420471,6979.709374716696,0.0,19855.56835879307,2712.6549522474256,0.23070922746355202,0.5618493140117269,0,0,0.0,3,1
0x01c7602892dda14261fdd4ae9c6b590ae65d3256,9,7,38,1.2857142857142858,328.41314249326695,1.869310462307799e-08,0.0,0.0,0.0,328.41314249326695,1.869310462307799e-08,5.6919477951346695e-11,0.0,0,0,0.0,2,1
0x01c7b3b2be439441e3cc8644b64b664d5e4e997f,1,1,0,1.0,1.5787038967575464,0.0,0.0,0.0,0.0,1.5787038967575464,0.0,0.0,0.0,0,0,0.0,1,0
0x01c7ce0a635c1fa6f18f4bb5b8ae4b86cc3e68af,1,1,0,1.0,1.287509980902197,0.0,0.0,0.0,0.0,1.287509980902197,0.0,0.0,0.0,0,0,0.0,1,0
0x01c83e2a373ba4bf2cbe51087d97483e9f88c415,1,1,0,1.0,533.3371288696217,0.0,0.0,0.0,0.0,533.3371288696217,0.0,0.0,0.0,0,0,0.0,1,0
0x01c96c01e8169279e9a7348474c46a8861fc01b8,1,1,0,1.0,1.105714877378391e-12,0.0,0.0,0.0,0.0,1.105714877378391e-12,0.0,0.0,0.0,0,0,0.0,1,0
0x01cb1826cd50f7f15626a1283ae812ad0a273388,188,62,63,3.032258064516129,75353.92953308497,9.553624918488579e-08,5.55461699461272e-09,114.59510366227967,0.0,75239.33442942268,8.998163219027307e-08,1.267833672070672e-12,0.05814145983335802,0,0,0.0,5,1
0x01cbb47731aa829baa27ece1e69efb8fa29d1cba,1,1,0,1.0,1.737659840790509e-12,0.0,0.0,0.0,0.0,1.737659840790509e-12,0.0,0.0,0.0,0,0,0.0,1,0
0x01cc1a92aafe7e49a0f18c3fafd3684ea829d9a4,4,1,0,4.0,4.961812461194423e-08,0.0,0.0,49462.8659755242,0.0,-49462.86597547458,0.0,0.0,0.0,0,0,0.0,1,0
0x01cc4ec22fd137f9a33f188fcf3078b5755368b5,1,1,0,1.0,2.1806198214361796,0.0,0.0,0.0,0.0,2.1806198214361796,0.0,0.0,0.0,0,0,0.0,1,0
0x01cc647103f4ce8a8f7985df8101d24aab029bf3,1,1,0,1.0,0.0,0.0,0.0,72638.95768907781,0.0,-72638.95768907781,0.0,0.0,0.0,0,0,0.0,0,0
0x01cd8b637e1e131827260aaf777a587b4aed1c54,1,1,0,1.0,1.1819382872066622,0.0,0.0,0.0,0.0,1.1819382872066622,0.0,0.0,0.0,0,0,0.0,1,0
0x01cdcc99a4f9a68be18504750b219caa881841eb,2,2,37,1.0,0.0,0.0,0.0,19.394473502454005,0.0,-19.394473502454005,0.0,0.0,0.0,0,0,0.0,0,0
0x01ce064bf433bb179791260c080630fe63684eac,23,6,7,3.8333333333333335,479.7895244402644,297.22364577048336,120.3550686029123,127.28447834930053,0.0,352.5050460909639,176.86857716757106,0.6194875682565862,0.40493100167357043,0,0,0.0,2,5
0x01ce5973ebf4f7043d61cb48a7e25501afbafad7,1,1,0,1.0,1.148379689142376,0.0,0.0,0.0,0.0,1.148379689142376,0.0,0.0,0.0,0,0,0.0,1,0
0x01ce6e8e667d8a40d05cfdfac97194198069fdd8,4,2,0,2.0,1.8255819962512752,0.0,0.0,0.0,0.0,1.8255819962512752,0.0,0.0,0.0,0,0,0.0,1,0
0x01cf15d50e91ea8731572a07afbf782233339ad7,100,16,77,6.25,3045.6980948280575,714.7562630667952,654.536619493734,1861.555672171147,0.0,1184.1424226569104,60.21964357306126,0.23467731889793436,0.9157480015429629,0,0,0.0,7,4
0x01cf5fff6ee551a7d3fdbb32c6a8ad9ef31c4829,5,2,19,2.5,203.47405227393432,1.17691640355591e-10,1.1722465510925077e-10,100.91290773515732,0.0,102.561144538777,4.669852463402386e-13,5.784110506490743e-13,0.9960321290031365,0,0,0.0,2,1
0x01cf7991cf4d37a762bffa9d74bd9b46d124d371,33,23,72,1.434782608695652,259723.06012205587,4.0980000523881956e-07,3.6116773402359403e-07,206918.0249976337,0.0,52805.03512442217,4.8632271215225525e-08,1.5778345020508983e-12,0.8813268165116688,0,0,0.0,1,1
0x01d04f947cf6e5e4ffb9d76b40ed83daafa76e5a,1,1,0,1.0,1.9944767003115587,0.0,0.0,0.0,0.0,1.9944767003115587,0.0,0.0,0.0,0,0,0.0,1,0
0x01d05838b47fe9608cf58d9688e9b5b46816ae91,2,2,5,1.0,1.027511921263438,0.0,0.0,0.0,0.0,1.027511921263438,0.0,0.0,0.0,0,0,0.0,1,0
0x01d176f95b77ca6dcbadda21f6b8c7bf8ec3c3ee,2,2,1,1.0,2.916695751647886,0.0,0.0,0.0,0.0,2.916695751647886,0.0,0.0,0.0,0,0,0.0,1,0
0x01d17d9fdf660f9c79d9feefa2b9a4b71a32a9b6,19,7,62,2.7142857142857144,1050.1033221298665,670.5737407540277,224.41630649640248,716.2806206236966,0.0,333.8227015061699,446.15743425762514,0.6385788204097289,0.3346631292839729,0,0,0.0,3,3
0x01d2e7a456071dff8dbc273c1f6812d3c5f6ac10,1,1,0,1.0,1.2563121131796005,0.0,0.0,0.0,0.0,1.2563121131796005,0.0,0.0,0.0,0,0,0.0,1,0
0x01d2f11ad6668e28ce07da387d08bedd57f4a85a,4,1,0,4.0,591.3667223209804,3.257292899050399e-10,0.0,0.0,0.0,591.3667223209804,3.257292899050399e-10,5.508076082242609e-13,0.0,0,0,0.0,1,1
0x01d36303366ee9e94c3cfed0c9dd41857d6f644d,1,1,0,1.0,1.44617070114674,0.0,0.0,0.0,0.0,1.44617070114674,0.0,0.0,0.0,0,0,0.0,1,0
0x01d37cdae14bc9e2e10b6a71a0c72998f44e225c,4,1,0,4.0,3063.3022233600063,404.4968315200008,399.82123360000116,3254.9388544242643,0.0,-191.63663106425793,4.675597919999632,0.1320460085313833,0.988440952918148,0,0,0.0,1,1
0x01d3c79e4d3b314e43afa00e111dc07e2073e349,21,10,25,2.1,154.36954292061586,70.92820337013222,3.5572878420326495,2.1450052667702515,0.0,152.2245376538456,67.37091552809957,0.4594701909987961,0.05015336175187286,0,0,0.0,4,1
0x01d43fcfb3a9e93be5344d1011162d548db936c3,64,12,19,5.333333333333333,78489.15189625305,53252.156513700036,49447.270876211725,81216.29708175467,0.0,-2727.1451855016203,3804.8856374883107,0.6784651792911296,0.9285496421819192,0,0,0.0,3,3
0x01d48c3d1feaecce1256f98f80162103d588e830,72,11,22,6.545454545454546,0.0004911096965015331,0.0,0.0,0.0,0.0,0.0004911096965015331,0.0,0.0,0.0,0,0,0.0,3,0
0x01d4bd1ce999e641430deed48f715c2113da3187,2,2,8,1.0,2.1333699519410962,0.0,0.0,0.0,0.0,2.1333699519410962,0.0,0.0,0.0,0,0,0.0,1,0
